"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"desculpa";-0,59;-0,486;-2,576;16,25;-1,096;0,836;-0,542
"desafiar";-0,59;-2,161;-2,576;-0,883;-3,003;-0,43;58,458
"democrata";7,614;-0,585;-2,737;-2,892;-3,191;0,64;4,631
"cristiane";-4,311;8,91;-0,062;-2,892;-3,191;28,833;-2,385
"consultoria";-4,311;0;-2,737;5,92;12,527;-0,523;-2,385
"constante";-4,057;0,006;-2,576;6,817;1,024;-0,43;0,621
"chile";7,614;-2,296;-0,906;3,042;-3,191;-0,523;-0,004
"chefia";-4,057;0,006;72,834;-2,721;-3,003;-2,076;-2,245
"carregar";1,606;0,03;8,607;-2,551;-0,939;-1,946;-0,44
"carnaval";7,718;-1,89;0,002;-0,615;-2,627;4,037;-1,964
"bilateral";-0,59;-2,161;-2,576;0,231;-3,003;-2,076;47,387
"avenida";1,485;-1,08;-1,287;-1,36;-1,5;20,529;-1,122
"armamento";-0,069;-2,296;-2,737;-2,892;-3,191;-0,523;65,064
"aprovado";-1,707;-2,025;-2,415;0,363;3,48;7,07;-0,44
"vitale";-1,707;-2,025;0,476;-0,746;15,931;0,051;-2,104
"urna";-0,59;-2,161;-2,576;-0,883;-3,003;76,824;-2,245
"transmitir";17,776;-2,161;-0,024;-2,721;-1,096;-0,43;0,001
"torquato";-0,021;-2,161;50,209;-0,883;-3,003;-2,076;-2,245
"tona";-1,935;-2,161;1,669;-0,053;-1,096;6,173;0,621
"tesouro";-3,549;-1,89;-0,528;36,574;-0,787;-0,258;-0,344
"sentar";17,776;-2,161;-0,776;-2,721;-1,096;0,836;-0,542
"rota";-0,44;-2,025;-2,415;41,857;-2,815;-1,946;0,015
"referido";0,389;0,03;4,778;-2,551;1,338;-1,946;-2,104
"recessão";-1,483;-1,89;-2,253;69,303;-2,627;-1,816;-1,964
"passageiro";-2,788;-1,485;-1,77;40,178;-0,371;-0,061;-1,542
"papua";12,911;-2,161;-2,576;3,613;-3,003;-2,076;0,001
"optar";0,389;-2,025;-2,415;-2,551;15,931;-0,341;0,015
"opor";0,228;-2,161;-2,576;-0,883;-3,003;-0,43;37,476
"new";-0,76;-0,405;-0,482;-0,51;-0,562;-0,389;21,419
"naval";-0,44;-2,025;-2,415;-2,551;-2,815;-0,341;63,887
"mineração";8,822;-2,161;-0,024;1,418;-0,13;-2,076;-2,245
"merecer";1,606;0,945;-0,65;-0,746;-0,939;1,076;-0,44
"mecanismo";-3,549;-1,89;-0,528;46,332;-2,627;-1,816;0,052
"margem";-0,021;-0,486;-0,776;11,029;1,024;-2,076;-2,245
"luis";-3,803;-2,025;2,068;-2,551;29,253;-0,341;-2,104
"luciano";-0,59;-0,486;-2,576;-2,721;-0,13;51,766;-2,245
"links";-4,057;-2,161;-2,576;81,033;-3,003;-2,076;-0,542
"levantamento";-1,707;0,03;0,476;7,857;-2,815;0,051;-0,44
"invadir";1,606;0,03;-2,415;-0,017;-2,815;3,416;0,015
"indulto";6,523;0,03;-2,415;-0,746;-0,939;3,416;-2,104
"incentivo";-0,021;-2,161;-2,576;1,418;14,111;-0,43;-2,245
"inaceitável";0,389;0,03;-2,415;-0,746;-0,939;-1,946;16,469
"identificação";2,972;0,006;-0,024;1,418;-1,096;-0,43;-2,245
"identidade";13,791;-0,218;-0,414;0,008;-2,439;-1,686;-0,255
"hilberto";-3,803;-2,025;-2,415;-0,746;67,949;-1,946;-2,104
"hamburgo";11,862;-1,89;-2,253;-0,001;-2,627;-0,258;1,086
"haley";-4,057;-2,161;-2,576;-2,721;-3,003;-2,076;114,357
"gustavo";1,212;-2,161;-2,576;-2,721;9,427;2,888;-2,245
"ft";1,284;-1,62;-1,931;26,318;-2,251;-1,556;-1,683
"fortalecimento";5,509;-0,486;-0,024;1,418;-3,003;-0,43;-0,542
"foloni";4,461;-1,89;5,616;-2,381;-0,024;-0,258;-1,964
"folha";14,752;-0,39;-0,65;0,363;-0,939;-1,946;-2,104
"flagrante";-1,483;27,419;-0,528;-0,615;-2,627;0,109;-0,344
"fila";-1,05;-1,62;-1,931;45,83;-0,502;-1,556;-1,683
"falhar";-1,483;-1,89;-2,253;-0,615;-2,627;0,109;45,483
"facebook";5,435;-1,755;3,122;-2,211;-2,439;0,196;-0,255
"extraordinário";-0,188;1,557;-2,092;6,011;-2,439;-0,183;0,116
"excesso";3,432;1,974;-0,306;-0,37;-2,251;-0,116;-0,174
"ex_prefeito";-4,057;-0,486;-0,776;-2,721;1,024;31,638;-0,542
"especulação";-0,44;-0,39;-0,003;4,283;-2,815;1,076;0,015
"espanhol";3,65;-2,025;-2,415;1,786;-2,815;-1,946;6,171
"espalhar";23,418;-2,161;-2,576;0,231;-3,003;-2,076;0,001
"dificultar";-4,057;15,537;-2,576;-0,053;-1,096;2,888;0,001
"dermeval";-3,803;-2,025;-2,415;-2,551;80,133;-1,946;-2,104
"depositar";-4,057;-2,161;17,547;-2,721;9,427;-0,43;-2,245
"decorrente";-4,057;2,632;-0,776;0,231;5,684;-2,076;0,001
"cópia";-1,707;-2,025;8,607;-0,017;3,48;-1,946;-0,44
"cálculo";-3,549;-1,89;-2,253;-0,001;-2,627;8,113;18,494
"contradição";-1,935;0,006;-2,576;-2,721;51,656;-2,076;-2,245
"consultar";-0,59;-0,486;-0,024;-0,883;9,427;0,017;-0,542
"conselheiro";-3,549;-0,301;0,002;-0,615;-0,787;-0,258;26,164
"consciência";-0,021;-0,486;-0,776;16,25;-1,096;0,017;-2,245
"comandante";-0,44;0,945;-0,003;-0,746;-0,939;0,051;2,881
"cláudio";-0,021;-0,486;0,322;-2,721;19,737;-2,076;-2,245
"cheio";23,418;-0,486;-2,576;-0,883;-0,13;-2,076;-0,542
"chave";0,228;0,006;-2,576;0,231;0,106;-0,43;0,621
"centro_direita";-0,305;-1,89;-2,253;-2,381;-2,627;76,085;-1,964
"centena";0;3,135;-0,65;-2,551;-0,068;-1,946;6,171
"ccj";-4,057;-2,161;1,669;-2,721;-3,003;63,678;-2,245
"característica";17,776;-2,161;-2,576;-2,721;-3,003;-2,076;9,448
"caminhar";0,228;-2,161;-2,576;1,418;-1,096;10,69;-0,542
"camex";-1,707;-2,025;-2,415;7,857;15,931;-1,946;-2,104
"batizar";-0,021;-2,161;12,004;1,418;-3,003;-0,43;-0,542
"art";-4,057;60,952;-2,576;-2,721;-0,13;0,017;-2,245
"aposentado";9,135;-0,218;-0,414;0,768;-2,439;-1,686;-0,255
"anular";1,212;22,229;-2,576;-2,721;-1,096;0,017;-2,245
"afetado";-1,05;-0,145;-1,931;12,184;-0,502;-0,116;0,214
"adiar";-0,59;30,117;-2,576;-2,721;-1,096;0,017;0,001
"acm";-0,59;-2,161;-2,576;-0,053;-3,003;63,678;-2,245
"acertado";-3,803;3,135;-0,65;-0,017;3,48;1,076;-2,104
"8a";-4,057;118,8;-2,576;-2,721;-3,003;-2,076;-2,245
"volume";-3,803;-2,025;-0,65;32,906;1,338;-1,946;-2,104
"vigor";0,013;-1,89;-2,253;-0,615;-2,627;1,369;18,494
"viana";-0,44;3,135;-0,65;-0,746;0,201;3,416;-2,104
"verde";-0,305;-1,89;0,675;-0,001;7,729;-0,258;-1,964
"velocidade";2,69;4,433;-2,092;0,768;-0,641;-1,686;-1,823
"vaccarezza";-1,483;-0,301;2,546;-2,381;4,188;1,369;-1,964
"tolerância";19,401;1,557;-0,414;-2,211;-2,439;-1,686;-1,823
"terço";-1,483;-1,89;-2,253;9,069;-2,627;20,491;-1,964
"teatro";20,109;-0,39;-2,415;-2,551;-0,939;0,051;-0,44
"solaris";-3,803;-2,025;-2,415;-2,551;80,133;-1,946;-2,104
"saneamento";-3,803;-2,025;-2,415;51,884;-0,939;0,051;-2,104
"salvar";-0,305;1,22;-0,528;5,073;-0,787;-0,258;-0,344
"retomada";-0,44;-2,025;-2,415;0,363;-2,815;18,322;0,829
"responsabilizar";0,389;6,599;-2,415;-0,746;-2,815;-1,946;6,171
"remeter";-1,264;40,874;0,026;-2,211;-2,439;-0,183;-1,823
"relatoria";-3,803;11,339;8,607;-2,551;-2,815;1,076;-2,104
"recolher";0;0,03;-2,415;0,363;10,776;-1,946;-2,104
"raça";7,718;-1,89;-2,253;5,073;-2,627;-1,816;0,052
"quantia";-1,483;-1,89;5,616;-2,381;18,037;-1,816;-1,964
"péssimo";-3,042;-1,62;-1,931;26,318;-0,502;2,165;-1,683
"proximidade";-2,788;-1,485;-0,209;0,119;1,093;-1,426;11,237
"pobreza";-0,44;-2,025;-2,415;62,987;-2,815;-1,946;-2,104
"pac";30,24;-1,35;-1,609;-1,7;-0,252;-1,297;-1,402
"moderno";10,223;-2,025;-0,65;4,283;-2,815;-0,341;-2,104
"mero";-1,483;0,077;0,675;5,073;-0,024;-1,816;-0,344
"merda";20,109;-2,025;0,476;-2,551;-2,815;0,051;-2,104
"irregular";-3,803;-0,39;8,607;1,786;1,338;-1,946;-2,104
"intelectual";33,306;-0,39;-0,65;-2,551;-2,815;-1,946;-0,44
"inflação";-1,483;-0,301;-2,253;57,241;-2,627;-1,816;-1,964
"inadequado";0,901;-0,218;-0,414;-2,211;-0,002;4,773;-0,255
"hídrico";-1,483;-1,89;-2,253;69,303;-2,627;-1,816;-1,964
"hotmail";22,811;-1,89;-2,253;-0,615;-2,627;1,369;-1,964
"hostil";0;-2,025;-2,415;-0,746;-2,815;-1,946;51,926
"haiti";-0,188;-1,755;-2,092;51,52;-2,439;-1,686;-1,823
"gay";16,893;0,077;-2,253;-0,615;-0,787;-1,816;-0,344
"fruto";4,461;-0,301;0,675;0,539;-0,787;-1,816;-1,964
"fornecedor";-3,549;-1,89;-2,253;2,23;18,037;0,109;-1,964
"festa";37,308;-1,89;-2,253;-2,381;-2,627;0,109;-1,964
"ferreira";0;3,135;0,476;-0,746;-0,068;0,051;-2,104
"favorecimento";-3,803;-2,025;-0,65;-0,017;37,42;-0,341;-2,104
"faturamento";-3,549;-1,89;-0,528;46,332;-0,024;-1,816;-1,964
"famoso";10,223;-2,025;2,068;-0,746;-0,939;-0,341;-2,104
"falha";1,606;-2,025;-2,415;4,283;-0,068;0,051;-0,44
"exportador";-3,803;-2,025;-2,415;75,165;-0,939;-1,946;-2,104
"exploração";-1,483;-1,89;-2,253;36,574;-0,787;-1,816;0,052
"evidente";1,606;6,599;-2,415;-2,551;1,338;-0,341;-2,104
"estruturado";-1,707;-2,025;-0,65;-0,017;22,089;0,051;-2,104
"escalada";-0,44;-0,39;-2,415;-2,551;-2,815;-0,341;51,926
"equilíbrio";0,013;-1,89;-2,253;5,073;-2,627;-1,816;12,152
"elite";6,523;-2,025;-2,415;1,786;-0,068;-1,946;0,015
"digital";0,389;-2,025;-0,65;-0,746;6,626;0,051;-0,44
"derrotar";-0,44;-2,025;-2,415;-2,551;-0,939;12,038;10,701
"david";29,616;-1,89;-2,253;-2,381;-2,627;-1,816;1,086
"coordenar";0,609;-1,89;-2,253;9,069;0,336;-0,258;-1,964
"coordenador";0,171;0,262;1,252;-0,37;-2,251;2,165;-1,683
"consenso";22,37;-1,62;-1,931;-2,04;-2,251;0,319;-0,174
"compor";-2,788;6,301;-0,209;-0,261;-0,371;0,488;0,355
"companheiro";10,223;0,03;-0,65;-0,746;-0,939;0,051;-2,104
"comemorar";-3,803;-0,39;-0,003;-0,017;-0,939;18,322;0,015
"cidadania";-3,803;-0,39;-0,003;32,906;-2,815;0,051;-2,104
"ceder";-0,44;-0,39;-0,65;-0,017;-0,068;12,038;-0,44
"ceará";-0,295;-1,08;-1,287;-0,026;-1,5;31,818;-1,122
"caça";-3,803;-2,025;-2,415;-0,746;10,776;-1,946;16,469
"cautelar";-3,803;17,353;8,607;-2,551;-0,068;-1,946;-2,104
"cardoso";-3,549;-1,89;-0,528;-2,381;1,724;38,503;-1,964
"bretas";-0,44;54,16;-0,65;-2,551;-0,939;-1,946;-2,104
"braço";-1,707;0,03;-0,65;1,786;6,626;-1,946;-0,44
"bombardear";-1,707;-2,025;-2,415;-0,746;-2,815;-1,946;77,086
"boi";11,862;-1,89;0,002;0,539;-2,627;-0,258;-1,964
"bandeira";5,511;-1,35;-1,609;-1,7;-1,876;14,632;-1,402
"bancar";1,606;-0,39;-2,415;0,363;6,626;-1,946;-2,104
"atendimento";2,091;-0,301;-0,528;14,217;-2,627;-1,816;-1,964
"aspecto";0;0,945;-2,415;0,363;-0,068;0,051;0,015
"armamentista";-3,803;-2,025;-2,415;-2,551;-2,815;-1,946;107,201
"aplaudir";10,831;-1,62;-0,306;0,045;-2,251;0,319;-1,683
"aparelho";3,65;-2,025;-0,003;-0,017;3,48;-1,946;-2,104
"anistia";0,389;-0,39;2,068;-2,551;-2,815;12,038;-2,104
"amazona";1,284;-1,62;-0,306;1,063;-2,251;5,654;-1,683
"altura";11,862;-1,89;-0,528;-0,615;-2,627;0,109;0,052
"alternativa";2,091;3,728;-2,253;-0,001;-2,627;0,109;-0,344
"alberto";-3,803;-0,39;13,555;-2,551;0,201;3,416;-2,104
"afp";-3,803;-0,39;-0,65;-2,551;-2,815;-1,946;77,086
"acontecimento";2,091;-1,89;-0,528;-2,381;-0,024;4,037;0,052
"abar";-0,305;-1,89;-2,253;-0,615;-2,627;-1,816;57,133
"álvaro";-3,549;0,077;-2,253;-2,381;-0,024;49,622;-1,964
"yuka";41,964;-1,755;-2,092;-2,211;-2,439;-0,183;-1,823
"vermelho";0,171;-1,62;-1,931;0,045;0,768;-1,556;4,936
"vargas";16,893;-1,89;-2,253;-0,001;-0,024;-0,258;-1,964
"utilização";-1,264;0,152;6,607;-2,211;0,521;-0,183;-0,255
"transcrição";-1,483;-0,301;49,206;-2,381;-2,627;-1,816;-0,344
"tradicional";2,091;-1,89;-2,253;9,069;-0,787;-1,816;0,052
"tasso";-1,05;-0,145;7,79;-2,04;-2,251;10,786;-1,683
"superintendência";-3,549;-0,301;60,666;-0,615;-2,627;-1,816;-1,964
"sujeito";-0,305;1,22;0,002;2,23;-2,627;-1,816;1,086
"suborno";-3,549;-1,89;5,616;-0,615;18,037;-1,816;-1,964
"sonoro";2,091;-0,301;-2,253;-2,381;-2,627;28,793;-1,964
"solicitação";-3,549;-0,301;0,002;2,23;1,724;1,369;-1,964
"similar";-3,549;-0,301;-2,253;2,23;1,724;-0,258;3,448
"sentimento";19,401;-1,755;-2,092;-2,211;-2,439;1,727;-0,255
"sadi";-3,549;-1,89;60,666;-2,381;-2,627;0,109;-1,964
"rotina";7,718;-0,301;2,546;-2,381;-0,787;-1,816;-0,344
"romper";-0,305;-0,301;-2,253;27,969;-0,787;-1,816;-0,344
"romero";-1,483;-1,89;38,944;-2,381;-2,627;1,369;-1,964
"revisão";-3,549;3,728;0,675;-0,615;-2,627;4,037;0,052
"rever";5,435;0,152;0,929;-2,211;-2,439;-0,183;-0,255
"restante";-0,188;-1,755;-0,414;6,011;0,521;-0,183;-0,255
"regimento";-3,549;7,602;-2,253;-2,381;-2,627;38,503;-1,964
"reduzido";-1,483;0,077;-2,253;9,069;-0,787;0,109;0,052
"querido";2,091;1,22;0,002;-2,381;0,336;-0,258;-1,964
"progresso";-0,305;-1,89;-2,253;0,539;-2,627;-1,816;35,16
"prisional";-3,549;3,728;-2,253;9,069;-2,627;4,037;-1,964
"pmdb_ce";-3,549;-1,89;0,675;-2,381;-2,627;62,149;-1,964
"picciani";-3,295;0,152;-2,092;-2,211;-2,439;68,568;-1,823
"permanência";0,013;-0,301;0,675;-2,381;-2,627;1,369;3,448
"perito";-0,305;-1,89;38,944;-0,615;-0,787;-1,816;-1,964
"perdão";-1,483;-0,301;0,002;0,539;0,336;-0,258;1,086
"percorrer";-1,264;-1,755;-2,092;0,008;-2,439;-0,183;39,15
"percentual";-1,483;-1,89;-2,253;36,574;0,336;-1,816;-1,964
"parágrafo";-3,549;27,419;-2,253;-2,381;1,724;0,109;-1,964
"paralelo";4,461;-0,301;-2,253;-0,615;-0,024;-0,258;1,086
"pago";-3,295;-1,755;-2,092;-0,489;57,332;-1,686;-1,823
"paciência";-1,05;-1,62;-1,931;-2,04;-2,251;-1,556;70,221
"ong";-0,305;-1,89;-2,253;27,969;-2,627;-0,258;0,052
"oferta";-3,549;-1,89;-2,253;27,969;0,336;-1,816;0,052
"oceano";0,013;-1,89;-2,253;-0,615;-2,627;-1,816;45,483
"obrigatório";-1,05;-1,62;-1,931;26,318;-2,251;2,165;-1,683
"nogueira";-3,549;-1,89;2,546;-0,001;12,345;-0,258;-1,964
"nascimento";0,171;-0,145;1,252;0,045;-2,251;-1,556;1,801
"mérito";0,341;19,137;-1,77;-1,87;-2,063;0,488;-1,542
"montante";-3,549;-1,89;-2,253;2,23;32,649;-1,816;-1,964
"militante";3,432;-0,145;-1,931;0,045;-2,251;2,165;-0,174
"michel";39,526;-1,35;-1,609;-1,7;-1,876;-1,297;-1,402
"michael";0,013;-1,89;-2,253;-0,615;-2,627;-0,258;35,16
"mexer";19,401;-1,755;-0,414;0,768;-2,439;-1,686;-1,823
"luxo";2,091;-1,89;-2,253;-0,615;18,037;-1,816;-1,964
"locação";-3,295;-1,755;-2,092;-2,211;69,437;-1,686;-1,823
"lobista";-3,549;-1,89;5,616;-2,381;24,805;-1,816;-1,964
"legítimo";-3,549;-1,89;0,002;9,069;-0,787;-0,258;3,448
"leal";-0,305;-1,89;2,546;-0,001;4,188;-1,816;-0,344
"khan";0,067;-1,755;-2,092;-2,211;-2,439;-1,686;50,442
"justificativo";-0,093;0,262;0,08;1,063;-0,502;-1,556;0,214
"joaquim";-0,305;0,077;0,002;-0,001;-0,024;4,037;-1,964
"isolado";0,013;-1,89;-0,528;-0,001;-2,627;-0,258;18,494
"interpretar";2,69;-0,218;-2,092;-0,489;-2,439;0,196;4,124
"interino";-3,295;-1,755;6,607;-2,211;-2,439;15,417;0,116
"injusto";2,091;3,728;-2,253;-0,615;-2,627;1,369;-0,344
"indiciar";-3,295;-1,755;17,448;-2,211;-0,641;9,337;-1,823
"indagar";2,091;-1,89;0,002;-0,615;0,336;1,369;-1,964
"implicar";-3,549;0,077;-0,528;2,23;-0,024;-0,258;3,448
"illuminati";45,888;-1,89;-2,253;-2,381;-2,627;-1,816;-0,344
"homenagear";5,927;-0,945;-1,126;0;-1,313;2,017;-0,981
"hoffmann";0,013;-0,301;0,002;-2,381;7,729;0,109;-1,964
"guardian";-0,646;-1,35;-0,124;5,236;-1,876;-1,297;7,131
"grécia";-2,788;-0,082;-1,77;30,056;0,048;-1,426;-1,542
"governante";0,609;-1,89;-2,253;9,069;-2,627;-0,258;1,086
"globonews";-3,549;-1,89;22,017;-2,381;-0,024;4,037;-1,964
"gerenciar";-3,295;-1,755;-2,092;6,011;14,184;-0,183;-1,823
"ganho";-3,295;-1,755;-0,414;10,493;5,035;-0,183;-1,823
"fortalecer";-3,549;-1,89;-2,253;14,217;-2,627;1,369;3,448
"formado";0,067;8,779;-2,092;-0,489;-0,641;1,727;-1,823
"florianópolis";29,691;-1,62;-0,306;-2,04;-2,251;-0,116;-1,683
"filiar";-3,549;-1,89;-2,253;-2,381;-0,787;91,429;-1,964
"ex_tesoureiro";-3,549;7,602;-0,528;-2,381;18,037;-1,816;-1,964
"estranho";2,091;0,077;2,546;-2,381;-2,627;1,369;-1,964
"escala";-0,188;-1,755;-2,092;2,769;-2,439;-1,686;20,853
"enfrentamento";29,616;-1,89;-2,253;-0,615;-2,627;-0,258;-0,344
"endividamento";-3,549;-1,89;-2,253;46,332;-2,627;0,109;-0,344
"emprestar";-0,188;-1,755;-2,092;0,768;20,496;-1,686;-1,823
"empregado";-1,05;-1,62;-0,306;45,83;-2,251;-1,556;-1,683
"embasar";4,461;-1,89;0,002;-0,001;1,724;-1,816;-1,964
"eliminar";4,461;-1,89;0,002;-0,615;-2,627;-1,816;7,136
"editorial";0,171;-1,62;-1,931;26,318;-2,251;-1,556;-0,174
"documentação";-3,549;12,842;0,675;-0,001;0,336;-1,816;-1,964
"disparo";-1,483;-1,89;0,002;-2,381;-2,627;-1,816;57,133
"diplomata";-3,549;-1,89;-2,253;0,539;-0,024;-1,816;35,16
"dimas";8,053;-1,485;-1,77;1,443;-0,371;-0,061;-1,542
"dilma_michel_temer";-3,549;59,529;-2,253;-2,381;0,336;-1,816;-1,964
"decorrência";-3,295;0,152;3,122;-0,489;0,521;1,727;-1,823
"decisivo";2,091;-0,301;-0,528;-2,381;-0,024;4,037;-0,344
"cozinha";1,783;-1,485;-1,77;-1,87;18,967;-1,426;-1,542
"cota";-3,549;-1,89;-2,253;-2,381;74,785;-1,816;-1,964
"corrida";-1,483;-1,89;-2,253;-0,615;-2,627;1,369;35,16
"continuidade";-0,305;0,077;0,002;2,23;0,336;-1,816;-0,344
"consulta";0,171;-1,62;0,08;1,063;-2,251;2,165;-0,174
"conservação";-3,042;-1,62;-1,931;57,602;-0,502;-1,556;-1,683
"confusão";10,831;-0,145;-0,306;-0,37;-2,251;-0,116;-0,174
"confirmação";-1,483;3,728;2,546;0,539;-2,627;-0,258;-0,344
"collor";22,37;-0,145;-1,931;-0,37;-2,251;-0,116;-1,683
"colegiado";-1,483;59,529;-2,253;-0,615;-2,627;-0,258;-1,964
"cirurgia";-1,264;-1,755;-0,414;31,387;-2,439;0,196;-1,823
"celebrar";-1,483;1,22;-2,253;-2,381;7,729;-1,816;3,448
"cbn";-1,264;-1,755;-2,092;0,768;-2,439;42,758;-1,823
"bloqueado";-1,483;0,077;-0,528;-2,381;32,649;-1,816;-1,964
"bloco";-0,305;0,077;-0,528;0,539;-0,024;0,109;0,052
"bacelar";-2,534;-1,35;10,961;-1,7;8,815;-1,297;-1,402
"atômico";0,013;-1,89;-2,253;-2,381;-2,627;-1,816;57,133
"atestar";2,091;0,077;-0,528;-0,001;0,336;-1,816;-0,344
"assassinato";0,171;-0,145;-0,306;0,045;-2,251;2,165;0,214
"apurado";-0,305;27,419;0,675;-2,381;-0,787;-1,816;-1,964
"apropriado";0,609;-1,89;-0,528;-0,001;-0,787;0,109;3,448
"apoiador";-0,028;-0,082;0,173;-0,261;-2,063;2,708;0,355
"anual";-3,295;-1,755;-2,092;31,387;-0,002;-1,686;0,116
"anexo";-3,549;-0,301;5,616;-2,381;12,345;-0,258;-1,964
"anexar";-3,295;-1,755;3,122;-2,211;27,967;-1,686;-1,823
"andréia";-3,549;-1,89;60,666;-2,381;-2,627;0,109;-1,964
"alerj";-3,295;-1,755;-2,092;-2,211;-0,641;83,749;-1,823
"advocacia";-1,483;3,728;2,546;-0,615;1,724;-1,816;-1,964
"abrigo";5,435;-1,755;-2,092;-0,489;-2,439;-1,686;13,848
"wyllys";-3,042;34,428;-1,931;-2,04;-2,251;5,654;-1,683
"vigilância";13,791;-1,755;0,026;0,008;-2,439;-1,686;-0,255
"victor";-1,264;40,874;-0,414;-2,211;-0,002;-1,686;-1,823
"triunfo";-2,788;-0,082;0,173;-0,261;18,967;-1,426;-1,542
"tranquilidade";-1,05;-1,62;1,252;3,426;0,768;-0,116;-1,683
"tocantins";3,432;10,176;-1,931;-2,04;-2,251;0,319;-1,683
"temor";0,067;-0,218;-0,414;-0,489;-2,439;-1,686;20,853
"sólido";-0,188;-0,218;-2,092;-2,211;-0,641;-1,686;39,15
"soltura";-3,042;10,176;13,156;-2,04;-0,502;-1,556;-1,683
"sobretaxa";-3,042;-1,62;-1,931;35,402;-2,251;-0,116;0,214
"simão";-3,042;-1,62;48,603;-0,37;-2,251;-0,116;-1,683
"sexual";9,135;0,152;-0,414;0,768;-2,439;-1,686;-1,823
"severo";-0,188;-0,218;-2,092;2,769;-2,439;-1,686;13,848
"riso";38,047;-1,62;-1,931;-2,04;-2,251;-0,116;-1,683
"respeitado";-3,295;0,152;0,026;10,493;-0,641;-1,686;0,116
"repercussão";-0,093;1,974;-0,306;-0,37;-2,251;0,319;1,801
"relacionamento";-3,042;-0,145;0,08;-0,37;2,783;0,319;0,214
"reclamação";0,901;0,152;6,607;-2,211;-0,002;-1,686;-1,823
"racionamento";1,284;-1,62;-1,931;26,318;-2,251;-1,556;-1,683
"quadrilha";-0,093;16,667;-1,931;-2,04;-2,251;5,654;-1,683
"prêmio";2,69;-0,218;-2,092;-0,489;-0,641;0,196;1,405
"província";0,901;-1,755;-2,092;0,008;-2,439;-1,686;20,853
"projétil";-3,295;-1,755;-2,092;-2,211;-2,439;-1,686;92,892
"produtor";-3,295;-1,755;-2,092;51,52;-0,002;-1,686;-1,823
"procurado";-3,295;-1,755;11,382;0,008;0,521;-0,183;-0,255
"privilégio";5,435;0,152;0,026;0,008;-2,439;-0,183;-1,823
"privatização";-1,264;-1,755;-2,092;16,217;-0,002;1,727;-1,823
"prestígio";-0,188;-0,218;0,026;0,008;-0,641;0,196;1,405
"press";-0,188;-1,755;-2,092;-2,211;-2,439;-1,686;63,163
"preencher";-1,264;8,779;-2,092;-2,211;-2,439;23,014;-1,823
"porte";0,067;-0,218;-2,092;23,181;-0,641;-1,686;-1,823
"ponderar";0,901;-0,218;-0,414;0,008;0,521;0,196;-1,823
"polarização";19,401;-1,755;-2,092;0,768;-2,439;-0,183;-1,823
"piorar";0,596;-1,35;-1,609;1,932;-1,876;-0,021;2,913
"petrolão";0,341;-1,485;4,677;-0,261;0,048;-0,061;-1,542
"perigo";2,69;-0,218;-2,092;-2,211;-0,641;-1,686;13,848
"percepção";2,69;-1,755;-0,414;0,768;-2,439;-0,183;1,405
"palco";18,838;-0,082;0,173;-1,87;-2,063;-1,426;-1,542
"omissão";2,69;1,557;0,026;-0,489;-0,641;-0,183;-1,823
"oeste";2,69;-1,755;-2,092;-0,489;-0,641;-1,686;13,848
"narrar";5,435;-1,755;-0,414;-0,489;5,035;-1,686;-1,823
"música";34,138;-1,485;-1,77;-0,261;-2,063;-1,426;-1,542
"motor";-0,188;-0,218;-2,092;-0,489;-2,439;-1,686;39,15
"molina";0,901;-1,755;17,448;0,008;-2,439;-1,686;-1,823
"miranda";1,783;11,85;-1,77;-1,87;-0,371;-0,061;-1,542
"minimizar";-3,295;-1,755;-2,092;6,011;-0,641;23,014;-1,823
"milionário";-0,188;0,152;-0,414;6,011;0,521;-1,686;-1,823
"metropolitano";9,135;0,152;3,122;-2,211;-2,439;-1,686;-1,823
"mentiroso";-3,042;-1,62;-1,931;-0,37;41,233;-1,556;-0,174
"mensal";-3,042;-1,62;19,92;0,045;0,007;-0,116;-1,683
"melin";-2,788;-1,485;-1,77;-0,261;46,747;-1,426;-1,542
"melhoria";0,067;-1,755;-2,092;10,493;2,199;-1,686;-1,823
"may";-0,093;-1,62;-1,931;0,045;-2,251;-0,116;23,628
"maduro";13,791;-1,755;-2,092;0,008;-2,439;1,727;-1,823
"macron";-2,788;-1,485;-1,77;4,233;-0,371;-0,061;11,237
"líquido";-0,188;-1,755;-2,092;31,387;-0,641;-1,686;-0,255
"lícito";-3,295;0,152;-2,092;-2,211;46,385;-1,686;-1,823
"limitado";-0,188;-0,218;-2,092;-0,489;-2,439;-0,183;29,287
"leve";0,901;4,433;-2,092;-2,211;-0,641;-0,183;1,405
"leite";-2,788;0,417;-0,209;-1,87;12,445;0,488;-1,542
"lavrov";-3,042;-1,62;-1,931;-2,04;-2,251;-1,556;85,739
"lavar";-0,188;-0,218;-0,414;-2,211;14,184;-0,183;-0,255
"laus";-3,295;80,388;-2,092;-2,211;-0,641;-1,686;-1,823
"lança";-0,188;-1,755;-0,414;-0,489;-2,439;-0,183;29,287
"kremlin";-3,295;-1,755;-2,092;-2,211;-2,439;-1,686;92,892
"isenção";-3,042;-1,62;0,08;1,063;10,58;-1,556;-0,174
"intimidação";2,69;4,433;-2,092;-2,211;-0,641;-1,686;1,405
"interessado";0,901;-0,218;-2,092;0,768;-0,641;1,727;-0,255
